student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1686,23,Female,2.75,2.41,2.62,Yes,83.03,7.4,Fair,6,High School,Average,7,No,63.11
S1750,25,Female,2.96,1.26,1.63,No,71.0,5.45,Poor,0,Bachelor,Poor,7,No,58.72
S1771,15,Female,1.58,1.1,2.66,No,79.21,6.97,Good,3,High School,Average,7,No,58.53
S1902,22,Male,1.89,3.96,1.2,No,90.86,4.33,Fair,7,Master,Good,3,No,56.86
S1364,18,Male,5.42,2.31,2.34,No,76.11,6.59,Fair,2,High School,Average,4,No,73.15
S1162,24,Female,3.35,3.46,2.85,No,85.72,6.98,Fair,3,Master,Average,7,No,63.84
S1047,24,Female,4.23,2.9,2.68,No,65.64,7.71,Good,2,None,Good,3,Yes,63.02
S1510,21,Male,4.3,2.96,1.16,Yes,80.36,8.07,Good,4,Bachelor,Average,7,Yes,74.51
S1328,21,Female,1.16,2.58,1.43,Yes,86.66,5.81,Good,7,Master,Good,4,No,54.08
S1839,24,Male,2.7,2.12,0.65,No,73.94,7.8,Good,4,Master,Average,7,No,68.7
S1115,22,Female,5.33,5.35,1.88,No,86.22,6.79,Poor,1,None,Good,3,No,68.88
S1940,21,Other,3.04,2.6,3.68,Yes,80.41,5.36,Good,1,Master,Average,7,No,58.48
S1848,19,Other,2.24,1.59,2.65,No,80.17,8.0,Fair,4,High School,Poor,8,No,64.2
S1336,24,Female,0.84,1.77,2.28,No,90.67,7.27,Good,3,Bachelor,Poor,10,Yes,55.26
S1880,23,Male,2.52,1.48,2.1,No,64.6,5.11,Fair,0,Bachelor,Good,8,No,55.2
S1736,19,Female,3.29,3.67,0.93,No,83.51,5.84,Fair,3,Bachelor,Average,8,No,72.36
S1863,23,Female,2.54,3.2,1.57,No,84.08,4.7,Good,4,High School,Poor,2,Yes,56.17
S1839,22,Male,1.41,0.0,1.1,No,73.51,4.94,Good,1,Master,Average,6,No,50.76
S1146,20,Female,2.71,1.4,1.64,No,70.36,4.65,Poor,2,Bachelor,Good,9,No,58.66
S1574,18,Other,1.6,3.75,0.9,No,85.24,4.4,Poor,3,Bachelor,Average,10,No,55.69
S1805,19,Female,5.78,4.25,2.21,No,83.48,5.81,Fair,2,Bachelor,Average,3,Yes,67.5
S1322,19,Male,3.35,4.15,0.61,No,74.74,5.48,Good,2,Bachelor,Good,6,No,57.17
S1442,25,Female,3.67,4.06,2.36,No,91.18,5.51,Poor,2,None,Average,3,No,60.29
S1836,25,Male,2.49,1.54,2.41,No,68.62,6.11,Fair,3,None,Poor,4,Yes,56.89
S1012,22,Female,3.33,4.3,2.76,Yes,81.46,5.93,Fair,4,Bachelor,Good,3,No,54.93
S1942,26,Female,1.51,1.19,2.44,No,100.0,5.55,Poor,1,High School,Good,5,No,46.95
S1493,22,Female,2.76,3.25,0.0,No,84.58,4.78,Poor,2,Bachelor,Average,3,No,56.28
S1700,25,Female,0.98,1.92,2.55,No,65.91,6.26,Poor,2,Bachelor,Poor,11,Yes,55.42
S1286,18,Female,3.09,3.02,3.3,No,83.23,4.47,Fair,1,Master,Average,8,No,48.82
S1719,22,Male,3.56,2.33,0.72,Yes,77.62,4.96,Fair,4,High School,Good,2,No,63.36
S1113,23,Male,1.13,2.61,2.12,No,79.97,6.02,Fair,4,Bachelor,Average,7,No,56.45
S1479,23,Female,3.79,1.66,0.56,No,86.03,7.15,Good,2,Bachelor,Good,1,No,65.49
S1021,24,Male,2.96,2.47,0.76,No,76.33,6.33,Fair,1,High School,Good,8,No,65.07
S1348,20,Female,2.95,4.0,2.82,No,78.95,6.17,Poor,5,Bachelor,Average,8,No,66.15
S1725,20,Female,4.41,2.3,1.96,No,76.02,4.9,Good,3,Bachelor,Average,4,No,66.16
S1682,25,Female,3.49,2.63,1.77,No,72.34,7.21,Poor,0,None,Average,5,No,58.73
S1834,20,Other,3.98,2.48,1.64,Yes,71.62,5.39,Fair,2,High School,Poor,6,Yes,69.88
S1565,24,Female,3.55,4.57,3.24,No,86.87,5.73,Poor,4,Master,Good,10,No,64.14
S1905,22,Male,2.42,2.27,1.18,Yes,81.38,7.0,Good,4,Bachelor,Poor,3,Yes,62.17
S1809,20,Female,2.9,3.3,2.66,No,86.1,6.1,Good,2,Bachelor,Good,4,Yes,53.4
S1319,23,Male,2.94,1.66,1.75,No,83.6,8.07,Good,2,Master,Average,0,Yes,49.62
S1125,21,Male,4.45,3.39,2.66,No,79.85,6.67,Fair,1,High School,Average,5,No,69.3
S1276,23,Male,2.11,3.36,1.21,Yes,94.92,6.01,Fair,6,High School,Good,4,Yes,50.24
S1975,19,Female,4.89,3.15,0.03,No,83.89,6.0,Fair,-1,Bachelor,Average,6,No,73.5
S1203,21,Male,3.01,2.42,0.91,No,87.57,5.06,Fair,2,Master,Poor,5,No,57.2
S1193,21,Male,4.27,4.6,1.82,No,84.42,6.79,Good,1,Master,Good,7,No,77.57
S1680,21,Other,3.8,2.59,1.08,No,83.85,6.78,Poor,3,None,Good,3,No,61.23
S1663,25,Female,2.92,2.78,2.4,No,84.0,6.42,Fair,2,High School,Good,4,No,57.78
S1546,22,Male,2.91,2.89,1.25,Yes,79.19,6.23,Good,1,Master,Good,8,Yes,66.0
S1695,23,Female,3.04,4.26,2.06,No,79.35,5.1,Good,4,Bachelor,Good,7,No,63.28
S1285,21,Female,2.3,3.26,1.76,Yes,86.4,7.93,Poor,5,None,Poor,5,Yes,57.05
S1056,23,Male,3.26,2.99,1.27,No,87.38,5.32,Good,2,Bachelor,Average,5,No,62.72
S1733,19,Male,0.95,1.29,1.95,No,72.63,7.31,Fair,6,Bachelor,Good,9,No,58.23
S1302,22,Female,1.22,2.19,1.56,No,95.88,5.73,Fair,5,High School,Poor,7,No,54.15
S1162,19,Female,4.29,2.18,2.63,No,80.85,6.0,Fair,4,Master,Average,4,No,74.72
S1018,21,Other,2.9,3.28,1.72,Yes,78.47,7.7,Good,1,High School,Good,5,No,62.32
S1369,21,Female,2.38,1.17,2.71,Yes,75.11,6.81,Poor,4,Bachelor,Average,6,No,48.33
S1263,20,Female,3.29,4.8,1.57,Yes,86.36,5.88,Poor,3,Bachelor,Average,3,No,61.57
S1793,23,Female,5.97,2.56,3.25,No,89.59,6.99,Fair,2,Master,Good,1,No,74.27
S1112,21,Female,4.07,3.08,1.33,No,74.97,6.28,Fair,4,Bachelor,Poor,7,Yes,75.26
S1487,22,Male,2.75,2.43,1.29,No,88.14,5.07,Fair,3,Bachelor,Average,4,Yes,58.39
S1326,20,Male,0.38,0.48,1.77,No,84.41,6.5,Fair,4,Bachelor,Good,8,No,50.75
S1541,21,Female,3.21,1.42,1.38,Yes,82.17,5.52,Good,-1,High School,Good,3,No,56.15
S1646,21,Female,2.35,0.95,1.58,No,75.07,5.58,Poor,3,High School,Average,3,No,52.63
S1578,21,Male,3.15,0.0,2.61,Yes,68.74,3.8,Fair,2,High School,Average,0,No,55.75
S1064,23,Male,3.69,2.51,1.01,No,72.68,7.29,Good,1,High School,Poor,6,Yes,64.5
S1291,20,Female,2.72,3.55,2.93,No,77.97,4.68,Poor,4,Bachelor,Average,4,No,54.25
S1024,22,Female,7.05,3.76,1.33,Yes,75.78,4.51,Fair,1,Bachelor,Average,-1,No,72.07
S1548,24,Female,1.46,2.3,2.76,No,62.89,7.34,Poor,4,High School,Poor,10,No,58.19
S1000,23,Female,3.64,2.57,0.38,No,85.5,8.14,Fair,1,Master,Average,-4,Yes,61.0
S1910,17,Male,4.84,3.62,0.8,No,66.68,5.09,Fair,0,None,Average,2,No,65.16
S1548,20,Female,3.41,2.35,1.3,No,82.42,6.81,Poor,4,High School,Poor,1,No,64.7
S1140,20,Male,3.19,2.45,1.68,No,87.53,5.62,Good,2,High School,Good,4,No,58.56
S1743,25,Female,0.75,0.78,1.04,Yes,79.01,7.52,Good,2,High School,Good,5,Yes,47.51
S1647,21,Female,2.47,0.04,1.8,No,81.62,7.76,Poor,4,None,Average,2,No,56.47
S1900,21,Male,3.13,2.29,2.16,No,83.81,4.99,Poor,2,Master,Average,5,Yes,65.85
S1187,21,Male,2.91,2.75,3.58,No,70.47,3.51,Fair,4,Bachelor,Average,5,No,51.84
S1127,25,Female,2.31,2.68,0.88,No,88.17,6.52,Good,4,Bachelor,Good,3,No,59.05
S1200,20,Female,1.98,3.89,0.0,No,83.78,6.61,Fair,5,Bachelor,Good,12,No,77.85
S1126,20,Male,2.15,5.55,2.19,Yes,74.6,5.65,Poor,5,High School,Poor,12,No,59.15
S1256,22,Female,3.18,2.71,0.11,No,89.83,5.63,Good,2,Bachelor,Good,6,No,60.47
S1675,22,Female,3.65,4.29,0.05,No,76.64,6.76,Fair,2,Bachelor,Good,8,No,71.9
S1546,18,Male,3.91,4.57,1.58,Yes,89.27,6.08,Good,1,Master,Good,9,Yes,71.84
S1193,22,Male,2.36,1.3,0.93,No,80.42,7.18,Good,0,Master,Good,8,No,60.5
S1702,20,Male,4.41,4.69,1.72,No,77.72,6.47,Fair,5,Master,Good,4,No,74.32
S1103,18,Male,3.42,2.01,0.36,No,90.45,7.14,Good,-1,Master,Average,2,No,65.59
S1534,25,Male,3.6,3.88,4.24,No,79.0,6.61,Good,2,Bachelor,Average,7,No,62.56
S1264,20,Male,1.61,3.79,1.26,No,78.1,6.38,Good,4,Master,Poor,7,No,61.57
S1801,22,Female,5.8,4.2,2.55,No,88.65,5.17,Fair,2,Master,Good,6,No,74.74
S1941,20,Male,4.42,1.75,2.22,No,78.59,6.54,Fair,0,High School,Good,1,No,66.82
S1973,21,Male,4.4,3.66,2.02,No,71.84,6.06,Good,2,Master,Good,0,No,61.8
S1383,21,Male,0.77,1.92,1.32,No,72.02,6.22,Good,6,High School,Poor,8,Yes,54.59
S1259,22,Female,2.44,1.85,2.53,No,80.62,7.01,Fair,4,Master,Good,4,No,59.11
S1413,20,Male,0.76,1.15,1.81,Yes,67.66,6.67,Poor,2,High School,Average,10,No,60.0
S1990,21,Male,3.61,3.35,1.59,No,67.17,6.31,Good,4,Master,Good,6,No,74.7
S1357,26,Male,2.62,3.52,0.46,No,80.93,6.93,Fair,3,Bachelor,Average,9,No,66.79
S1074,22,Female,1.16,1.98,0.0,No,96.0,7.99,Fair,1,None,Good,9,No,58.22
S1354,19,Male,2.78,4.28,0.92,No,77.17,6.08,Good,7,High School,Good,3,No,59.71
S1583,21,Female,1.2,3.25,2.19,No,83.26,5.89,Fair,2,Bachelor,Poor,10,Yes,56.53
S1770,23,Female,4.03,4.12,0.73,No,74.31,7.18,Good,2,Bachelor,Good,2,No,69.16
S1909,21,Female,2.53,1.69,1.54,No,79.11,6.38,Fair,2,Bachelor,Average,6,No,60.93
S1187,18,Male,3.43,2.05,2.32,No,72.89,5.06,Fair,1,Bachelor,Average,3,No,60.44
S1972,23,Female,2.79,3.37,0.82,No,80.19,6.69,Fair,3,High School,Good,7,No,69.06
S1684,18,Male,2.66,3.33,1.17,No,92.81,6.23,Fair,6,Bachelor,Good,5,Yes,69.19
S1991,19,Male,3.42,2.66,0.56,No,100.0,5.75,Good,5,High School,Good,3,No,66.16
S1289,21,Female,2.08,3.12,2.45,No,76.85,3.87,Good,5,High School,Good,9,Yes,60.25
S1044,21,Female,2.14,3.2,1.31,No,88.17,5.95,Good,3,High School,Poor,7,No,62.82
S1572,23,Male,1.09,2.36,0.3,No,96.49,4.49,Good,1,High School,Good,6,No,44.31
S1082,23,Female,5.2,3.36,1.98,Yes,75.13,6.49,Fair,1,High School,Poor,5,No,73.99
S1122,24,Male,5.34,3.43,2.44,No,85.83,5.91,Poor,3,High School,Good,1,No,72.89
S1357,18,Male,2.78,1.88,2.04,No,71.43,6.98,Fair,2,Bachelor,Average,10,No,69.7
S1527,20,Female,2.98,1.99,1.27,No,85.93,6.35,Good,2,Bachelor,Good,4,No,62.26
S1065,21,Female,3.04,1.53,1.85,No,78.44,4.9,Poor,1,Master,Good,6,No,52.63
S1935,22,Male,3.17,2.34,2.42,Yes,62.88,6.89,Poor,5,Master,Good,9,No,70.44
S1656,23,Male,2.64,3.22,2.08,Yes,67.89,7.34,Good,5,Bachelor,Good,8,No,65.55
S1374,22,Male,2.88,1.52,2.58,Yes,81.56,6.06,Fair,5,High School,Good,3,No,61.57
S1161,23,Other,3.98,2.49,0.56,No,76.21,6.57,Good,3,High School,Average,7,No,77.17
S1745,20,Female,4.16,3.41,2.15,No,68.45,7.23,Good,3,Master,Average,10,No,79.32
S1379,21,Male,3.57,3.71,2.54,No,85.76,5.49,Good,3,High School,Average,5,No,56.14
S1655,25,Female,3.44,1.53,3.75,No,83.07,8.01,Poor,3,Bachelor,Average,3,No,58.46
S1357,20,Male,4.88,2.84,0.0,No,89.28,4.88,Fair,6,Bachelor,Average,-1,No,80.99
S1187,23,Male,2.21,0.0,2.73,No,79.32,5.94,Fair,2,Bachelor,Average,6,No,52.84
S1321,22,Male,3.7,3.03,2.6,Yes,79.5,5.28,Good,2,Bachelor,Good,4,Yes,54.97
S1449,20,Female,2.84,5.0,1.42,No,74.58,6.55,Fair,2,High School,Good,10,Yes,70.23
S1473,23,Male,1.48,3.89,0.69,No,88.47,7.35,Poor,2,High School,Average,12,No,60.78
S1012,23,Female,1.38,1.57,0.36,Yes,100.0,7.66,Fair,7,Bachelor,Good,2,No,52.96
S1183,23,Female,2.01,2.61,1.55,No,94.36,6.18,Fair,4,High School,Average,6,Yes,54.69
S1110,22,Male,3.16,2.61,0.84,No,90.4,5.43,Fair,-1,Bachelor,Average,2,Yes,57.2
S1926,21,Male,3.24,1.99,1.62,No,84.73,6.87,Fair,3,High School,Good,2,Yes,57.47
S1507,20,Female,3.37,3.83,0.72,No,81.5,5.33,Fair,4,None,Poor,4,No,59.71
S1289,23,Female,1.18,1.83,2.78,No,77.51,6.48,Good,1,High School,Good,13,Yes,56.92
S1294,23,Male,5.09,2.15,2.27,No,63.06,9.33,Fair,0,High School,Average,8,No,83.61
S1450,19,Female,3.7,2.92,1.93,No,84.26,6.76,Fair,2,Bachelor,Average,6,No,74.12
S1903,21,Female,3.39,3.7,2.15,No,84.28,5.75,Fair,3,High School,Average,6,No,62.01
S1214,23,Male,2.63,4.29,0.77,No,86.78,5.36,Fair,5,None,Average,8,No,62.43
S1973,21,Male,3.86,2.46,0.38,No,100.0,6.99,Good,0,Master,Good,-2,No,73.73
S1631,20,Female,3.68,3.52,0.62,No,85.04,6.51,Fair,1,Master,Good,4,No,67.9
S1893,20,Female,1.11,3.13,2.12,No,72.83,5.23,Good,5,Bachelor,Good,6,No,50.09
S1566,23,Male,4.26,3.39,1.72,No,87.99,8.22,Poor,2,High School,Good,3,Yes,65.52
S1026,21,Male,2.27,2.66,0.0,No,76.06,6.47,Good,2,Bachelor,Poor,7,No,60.93
S1629,20,Male,2.29,3.27,1.2,Yes,75.27,7.1,Fair,1,High School,Good,10,No,60.02
S1732,23,Male,0.97,0.0,3.12,No,74.55,5.82,Poor,4,Master,Average,4,No,41.4
S1230,22,Male,3.74,3.48,1.67,No,66.32,6.69,Poor,4,High School,Poor,2,Yes,67.69
S1564,26,Male,3.96,3.93,1.88,No,79.51,5.11,Good,-2,High School,Average,5,No,51.42
S1806,23,Female,2.26,1.75,2.6,No,74.19,6.68,Good,4,Bachelor,Good,8,Yes,60.55
S1320,20,Female,3.85,0.93,1.54,No,67.11,3.97,Fair,4,None,Poor,4,Yes,70.06
S1912,25,Male,1.61,3.39,0.0,No,86.43,6.31,Poor,4,High School,Average,10,No,65.17
S1232,18,Female,1.41,1.78,0.85,No,80.85,4.39,Good,5,Master,Average,5,No,47.66
S1669,25,Male,4.83,1.77,2.33,No,84.54,5.72,Good,0,Bachelor,Good,3,No,69.03
S1436,18,Male,3.79,3.47,0.4,No,89.9,4.83,Good,0,High School,Good,4,Yes,56.25
S1780,21,Female,0.37,2.5,1.26,No,86.03,4.34,Poor,6,High School,Average,8,Yes,48.1
S1532,19,Male,3.52,3.06,1.17,Yes,69.78,5.97,Fair,5,High School,Good,9,Yes,68.87
S1402,18,Male,1.77,1.54,2.08,No,80.12,5.42,Good,2,High School,Good,3,Yes,52.69
S1052,22,Female,2.45,3.75,0.72,No,80.26,5.7,Fair,4,High School,Average,6,No,60.12
S1786,23,Male,2.25,2.08,2.52,No,81.81,6.33,Good,3,Bachelor,Average,4,No,55.65
S1312,24,Male,4.33,3.63,2.22,No,68.04,7.13,Good,4,Master,Average,2,No,59.66
S1280,21,Female,5.26,4.26,1.31,No,84.17,8.17,Fair,1,Bachelor,Good,3,No,74.02
S1725,21,Female,2.9,0.92,1.88,No,79.73,5.76,Good,5,Bachelor,Average,0,No,50.38
S1030,22,Female,1.47,1.57,1.79,No,84.23,5.48,Fair,4,Master,Average,4,No,51.39
S1336,21,Female,4.0,3.79,2.01,No,76.7,4.93,Good,2,Bachelor,Poor,4,Yes,63.04
S1182,20,Male,3.43,2.73,1.27,No,91.22,5.7,Good,2,Master,Poor,0,No,59.33
S1022,18,Other,3.0,3.13,0.63,No,90.08,5.73,Fair,1,High School,Average,5,No,55.36
S1543,18,Female,2.43,2.79,1.74,No,87.36,4.95,Good,4,High School,Poor,10,No,61.37
S1445,25,Male,1.88,2.97,1.18,No,80.15,7.16,Good,4,Bachelor,Poor,8,No,61.97
S1073,21,Female,2.07,2.57,0.0,No,97.28,6.8,Fair,2,High School,Average,7,Yes,66.12
S1009,19,Female,4.69,3.86,0.93,No,89.07,5.54,Good,3,Bachelor,Good,7,Yes,72.46
S1483,19,Male,3.6,3.07,2.28,No,74.74,7.43,Fair,3,Bachelor,Poor,5,No,66.44
S1455,21,Male,2.53,2.16,2.05,Yes,79.84,6.96,Fair,1,High School,Average,9,No,68.57
S1565,24,Female,1.93,0.64,0.97,No,84.99,6.39,Poor,7,Master,Good,2,No,56.89
S1563,20,Male,2.03,2.58,0.5,Yes,100.0,3.84,Fair,3,Master,Average,9,No,57.81
S1659,22,Male,3.07,1.94,2.89,No,73.16,4.28,Good,4,Bachelor,Average,7,Yes,60.78
S1159,20,Female,3.38,3.15,2.33,No,95.97,5.31,Good,5,Bachelor,Average,4,No,69.6
S1881,25,Male,2.92,1.29,2.92,Yes,75.95,6.82,Fair,2,Master,Average,6,No,58.59
S1013,24,Female,2.82,0.34,2.17,No,68.42,6.12,Fair,3,Bachelor,Good,4,No,61.53
S1177,21,Male,3.77,3.17,3.04,No,79.69,7.66,Fair,1,Master,Average,0,Yes,53.44
S1411,27,Male,3.01,1.99,1.04,Yes,72.01,7.59,Good,4,High School,Good,4,No,59.02
S1877,19,Female,2.51,1.55,2.77,No,70.92,6.47,Good,-1,High School,Average,8,No,63.98
S1052,23,Female,3.76,2.35,1.12,No,82.26,6.29,Fair,6,High School,Average,7,No,73.89
S1407,23,Male,3.13,2.76,0.76,No,79.71,6.76,Fair,3,High School,Poor,6,Yes,64.15
S1846,20,Male,2.79,2.99,1.86,No,100.0,5.98,Fair,4,Bachelor,Good,4,Yes,61.75
S1021,21,Male,1.21,4.15,0.0,No,100.0,5.36,Fair,7,High School,Good,4,No,54.94
S1029,23,Female,4.04,3.74,1.11,Yes,93.75,6.81,Poor,1,High School,Poor,8,Yes,74.88
S1702,22,Male,4.96,2.16,0.0,No,71.36,5.19,Fair,1,Master,Good,4,No,66.84
S1259,23,Female,3.09,2.03,1.42,No,74.39,5.22,Fair,3,Master,Good,4,No,59.78
S1204,24,Male,2.68,3.23,2.51,No,83.07,5.47,Fair,6,Bachelor,Good,7,Yes,62.38
S1058,23,Female,5.08,1.14,2.83,No,71.05,7.92,Poor,5,Master,Average,2,Yes,66.97
S1470,23,Female,0.69,2.06,0.97,No,83.06,5.85,Fair,2,High School,Good,6,No,44.21
S1775,18,Male,1.59,3.43,0.83,No,81.18,4.49,Fair,5,Bachelor,Average,8,No,55.94
S1465,22,Male,4.16,1.84,2.47,No,93.87,6.23,Fair,1,None,Good,3,No,63.76
S1011,20,Male,5.56,4.45,0.16,No,86.37,5.0,Fair,4,Bachelor,Average,3,No,73.42
S1630,20,Female,2.0,0.0,3.71,No,85.98,4.98,Good,2,Master,Average,3,Yes,44.65
S1926,20,Male,3.29,2.36,2.03,No,80.58,7.45,Fair,6,High School,Good,6,Yes,72.16
S1973,22,Male,3.71,2.24,0.51,No,82.79,8.12,Good,2,Master,Good,6,No,69.96
S1289,20,Female,1.17,3.13,1.4,No,80.58,6.22,Good,2,High School,Good,13,Yes,62.43
S1849,21,Male,1.63,2.92,0.82,No,77.7,6.28,Fair,5,Bachelor,Average,10,No,69.62
S1759,25,Female,3.14,3.57,2.25,Yes,81.62,6.42,Fair,5,Bachelor,Average,9,Yes,66.89
S1353,24,Female,1.91,2.99,1.68,No,92.06,7.36,Fair,5,High School,Good,6,No,51.69
S1638,19,Female,4.15,1.02,2.47,Yes,77.97,6.46,Fair,0,Master,Good,1,Yes,62.19
S1074,23,Female,3.32,4.07,2.35,No,100.0,6.98,Fair,8,None,Good,5,No,65.03
S1872,18,Female,2.22,3.5,0.0,No,84.78,4.61,Fair,5,None,Average,5,No,58.18
S1715,22,Male,2.18,0.23,2.84,No,71.06,8.37,Good,2,Master,Good,3,No,59.79
S1560,22,Female,4.58,3.65,1.61,Yes,90.45,5.39,Fair,3,High School,Good,3,No,63.55
S1590,23,Female,3.72,2.75,1.8,No,78.25,7.47,Poor,4,Bachelor,Average,7,No,69.54
S1440,20,Male,4.44,2.64,1.79,No,67.67,6.03,Fair,1,Bachelor,Good,4,No,69.14
S1990,18,Male,3.15,4.58,2.88,No,83.6,6.87,Good,4,Master,Good,4,No,63.68
S1240,24,Male,3.97,2.14,1.68,No,68.8,6.55,Fair,2,Master,Poor,3,No,69.35
S1860,20,Female,3.88,2.89,0.39,No,92.24,3.2,Poor,1,High School,Poor,-2,Yes,43.87
S1153,19,Female,3.55,2.61,1.81,No,74.3,5.99,Good,4,None,Average,3,No,61.62
S1785,19,Female,3.76,4.1,0.0,No,83.93,6.42,Poor,1,None,Average,6,No,67.55
S1095,23,Male,3.76,1.87,1.51,No,70.8,4.07,Good,2,High School,Good,3,No,61.51
S1725,19,Female,4.27,3.76,0.99,No,96.02,5.66,Good,3,Bachelor,Average,6,No,80.68
S1293,22,Female,4.18,1.83,1.98,No,81.12,4.49,Fair,3,Bachelor,Good,0,Yes,62.5
S1208,21,Male,2.54,3.21,1.25,Yes,82.6,7.71,Fair,-1,High School,Average,7,No,63.15
S1342,25,Male,4.53,3.76,0.27,No,72.08,8.43,Fair,5,High School,Average,3,No,73.98
S1087,20,Male,3.51,4.76,1.62,No,83.92,3.84,Fair,3,Master,Average,7,Yes,55.43
S1817,22,Female,1.0,0.42,0.0,No,77.05,6.9,Good,5,High School,Good,7,Yes,56.04
S1775,19,Male,3.11,3.69,1.45,No,78.28,4.46,Fair,2,Bachelor,Average,6,No,51.9
S1936,21,Male,3.54,2.51,1.83,No,81.89,4.91,Good,2,Bachelor,Average,5,Yes,59.26
S1389,18,Male,3.09,1.49,2.35,No,64.38,5.68,Poor,3,High School,Average,6,No,63.98
S1324,21,Female,1.15,2.74,1.01,No,92.12,6.34,Fair,5,Bachelor,Average,7,No,49.29
S1939,23,Female,3.36,3.44,0.65,No,78.82,6.42,Good,4,None,Good,4,No,63.99
S1888,25,Other,2.74,3.46,0.69,Yes,83.79,7.38,Fair,3,Bachelor,Good,8,Yes,66.2
S1831,23,Female,1.11,2.41,2.89,No,77.83,5.63,Poor,3,High School,Average,8,Yes,44.73
S1156,19,Male,3.35,5.02,1.02,Yes,88.17,6.56,Fair,4,High School,Good,8,No,81.1
S1667,22,Female,2.63,0.43,0.69,No,70.1,5.7,Fair,3,High School,Average,0,Yes,59.56
S1650,23,Female,8.18,4.12,1.87,No,72.56,5.82,Fair,-2,Bachelor,Good,0,No,86.61
S1632,21,Male,1.57,4.25,2.0,No,96.96,6.44,Poor,1,Bachelor,Poor,13,Yes,52.27
S1576,21,Male,2.32,2.72,0.0,No,79.61,4.29,Fair,1,High School,Good,3,No,55.51
S1618,21,Male,2.24,1.71,3.23,No,70.94,6.89,Good,0,Bachelor,Average,3,Yes,48.43
S1658,22,Female,3.56,2.81,3.22,Yes,74.9,6.32,Good,3,Master,Good,4,No,54.63
S1136,23,Female,4.88,1.46,2.89,No,77.63,6.61,Good,3,Bachelor,Good,0,No,68.74
S1922,18,Male,2.56,1.52,0.88,No,85.01,5.19,Poor,5,Master,Average,4,Yes,61.2
S1673,21,Male,3.98,2.13,2.46,No,62.97,6.41,Poor,0,Master,Average,3,Yes,54.42
S1427,21,Female,4.0,4.05,0.19,Yes,88.88,5.62,Fair,4,Bachelor,Good,3,No,71.09
S1451,23,Female,2.16,1.83,0.0,No,94.53,7.68,Poor,2,Master,Poor,9,No,64.83
S1611,23,Male,3.68,3.48,0.06,No,85.15,6.2,Fair,2,High School,Poor,3,No,62.0
S1849,20,Male,3.32,3.67,0.0,No,100.0,4.78,Fair,4,Bachelor,Average,6,No,73.89
S1910,22,Male,3.68,3.58,0.0,No,91.33,5.54,Fair,2,None,Average,3,No,65.44
S1818,21,Male,5.04,3.89,1.72,No,90.74,6.68,Fair,0,Bachelor,Poor,4,Yes,75.87
S1140,22,Male,2.87,2.72,1.61,No,81.55,4.88,Good,5,High School,Good,4,No,60.47
S1082,26,Female,3.81,2.0,2.93,Yes,75.87,7.24,Fair,2,High School,Poor,7,No,66.82
S1176,24,Male,1.68,3.78,0.0,No,91.74,4.55,Good,4,High School,Average,4,Yes,58.84
S1197,23,Female,3.16,2.71,1.9,No,67.7,6.93,Fair,-1,Master,Average,8,Yes,57.43
S1623,19,Female,2.95,1.34,2.79,No,88.44,6.89,Good,4,Master,Good,3,No,58.2
S1567,20,Male,3.97,3.27,2.65,No,83.01,6.51,Good,3,Bachelor,Poor,9,Yes,77.06
S1971,21,Female,2.67,3.16,1.48,No,85.02,5.9,Good,2,High School,Average,11,No,66.98
S1690,19,Male,2.12,1.07,0.24,Yes,91.08,6.33,Fair,1,High School,Average,7,No,61.24
S1420,19,Female,3.11,2.46,1.48,Yes,73.27,7.19,Fair,2,Master,Good,7,No,68.3
S1400,21,Male,3.1,2.35,2.87,No,69.53,6.47,Fair,3,Bachelor,Good,4,No,56.57
S1697,18,Other,4.52,4.78,0.0,No,89.84,4.7,Good,4,High School,Good,3,No,68.02
S1470,25,Female,1.36,3.63,0.89,No,79.84,6.43,Fair,5,High School,Good,8,No,56.45
S1217,20,Other,3.42,1.25,2.24,No,61.96,6.02,Fair,2,High School,Good,3,No,55.57
S1924,23,Other,3.61,3.1,3.09,Yes,83.06,5.74,Poor,3,Bachelor,Average,9,Yes,63.15
S1928,22,Female,0.75,0.0,2.39,No,66.37,6.34,Good,5,High School,Average,10,No,58.56
S1827,23,Female,3.26,6.06,2.19,No,93.68,6.11,Good,7,Bachelor,Average,10,No,70.39
S1986,20,Male,2.08,3.6,1.32,No,87.21,4.46,Poor,4,Master,Poor,8,No,60.98
S1728,20,Other,2.55,2.25,1.26,No,78.94,4.61,Fair,4,None,Average,6,Yes,61.56
S1631,22,Female,1.3,1.63,1.2,No,90.44,6.61,Fair,2,Master,Good,6,No,57.03
S1950,20,Female,2.3,2.62,0.0,No,85.9,6.04,Fair,4,High School,Average,5,No,62.49
S1905,22,Male,3.54,2.47,1.79,Yes,77.3,6.58,Good,2,Bachelor,Poor,7,Yes,62.86
S1174,23,Male,4.59,2.69,0.87,Yes,73.04,7.53,Good,0,High School,Poor,2,No,67.48
S1022,20,Other,3.45,2.9,1.06,No,69.64,8.31,Fair,0,High School,Average,1,No,59.32
S1724,24,Male,3.91,1.87,1.68,No,73.11,7.55,Poor,4,High School,Average,6,Yes,63.06
